"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.scaled","receptor.scaled","weight_sc"
"32","B","NK","GNAI2","GNAI2","S1PR4","S1PR4",-0.0171793206010794,-0.0150542877297057,-0.0161168041653926
"33","B","NK","LRPAP1","LRPAP1","SORL1","SORL1",-0.101414032999025,0.0582295909677922,-0.0215922210156165
"34","B","NK","ICAM2","ICAM2","ITGAL","ITGAL",0.0887135674169522,0.144412410890431,0.116562989153691
"35","B","NK","B2M","B2M","CD247","CD247",-0.96808152102379,0.784682715760825,-0.0916994026314821
"36","B","NK","B2M","B2M","KLRD1","KLRD1",-0.96808152102379,0.830116326659573,-0.0689825971821081
"37","B","NK","ICAM2","ICAM2","ITGB2","ITGB2",0.0887135674169522,0.752926018397243,0.420819792907098
"38","B","NK","VIM","VIM","CD44","CD44",0.202378642478704,-0.311693946272449,-0.0546576518968725
"39","B","NK","B2M","B2M","CD3G","CD3G",-0.96808152102379,-0.106672875178342,-0.537377198101066
"40","B","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",0.0789395494195753,0.205510887770244,0.14222521859491
"41","B","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",-0.163998073903803,0.242034649719245,0.0390182879077208
"42","B","CD8 T","CCL5","CCL5","CXCR3","CXCR3",-0.945434583746106,0.16845511424353,-0.388489734751288
"43","B","CD8 T","EBI3","EBI3","IL27RA","IL27RA",0.426733017876244,0.255037635231371,0.340885326553808
"44","B","CD8 T","GNAS","GNAS","PTGDR","PTGDR",0.136094600973003,-0.212110612174431,-0.038008005600714
"45","B","CD8 T","TIMP1","TIMP1","CD63","CD63",-0.262591355573702,-0.387697985010333,-0.325144670292018
"46","B","CD8 T","TGFB1","TGFB1","CXCR4","CXCR4",-0.163998073903803,0.493108956606549,0.164555441351373
"47","B","CD8 T","GNAI2","GNAI2","S1PR5","S1PR5",-0.0171793206010794,0.0277568787711517,0.00528877908503615
"48","B","CD8 T","GNAI2","GNAI2","CXCR3","CXCR3",-0.0171793206010794,0.16845511424353,0.0756378968212251
"49","B","CD8 T","PKM","PKM","CD44","CD44",-0.0877324358612182,0.363316964693636,0.137792264416209
"50","B","CD8 T","LTB","LTB","TNFRSF1A","TNFRSF1A",0.621584412066401,-0.00893921083252189,0.30632260061694
"51","B","CD8 T","GNAI2","GNAI2","S1PR4","S1PR4",-0.0171793206010794,0.00502576451606294,-0.00607677804250824
"52","B","CD8 T","LRPAP1","LRPAP1","SORL1","SORL1",-0.101414032999025,0.132754549798968,0.0156702583999716
"53","B","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",0.0887135674169522,0.149572199800229,0.11914288360859
"54","B","CD8 T","B2M","B2M","CD247","CD247",-0.96808152102379,-0.0206324049850662,-0.494356963004428
"55","B","CD8 T","B2M","B2M","KLRD1","KLRD1",-0.96808152102379,-0.220226347035037,-0.594153934029413
"56","B","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",0.0887135674169522,-0.224075373209829,-0.0676809028964384
"57","B","CD8 T","VIM","VIM","CD44","CD44",0.202378642478704,0.363316964693636,0.28284780358617
"58","B","CD8 T","B2M","B2M","CD3G","CD3G",-0.96808152102379,0.179574148931341,-0.394253686046224
"59","NK","B","CCL5","CCL5","CXCR3","CXCR3",0.168221778573787,-0.206366198725265,-0.0190722100757391
"60","NK","B","ANXA1","ANXA1","FPR1","FPR1",0.525113064168404,0.222620338762458,0.373866701465431
"61","NK","B","SEMA4D","SEMA4D","CD72","CD72",-0.0218935989341459,0.485221202294718,0.231663801680286
"62","NK","B","TIMP1","TIMP1","CD63","CD63",0.0835221914342663,-0.514310355793901,-0.215394082179818
"63","NK","B","TGFB1","TGFB1","CXCR4","CXCR4",0.51015907840825,-0.131208762765105,0.189475157821572
"64","NK","B","GNAI2","GNAI2","FPR1","FPR1",0.179714828687139,0.222620338762458,0.201167583724799
"65","NK","B","GNAI2","GNAI2","CXCR3","CXCR3",0.179714828687139,-0.206366198725265,-0.0133256850190629
"66","NK","B","PKM","PKM","CD44","CD44",-0.185671469607418,-0.051623018421187,-0.118647244014303
"67","NK","B","GNAI2","GNAI2","S1PR4","S1PR4",0.179714828687139,0.010028523213643,0.094871675950391
"68","NK","B","LRPAP1","LRPAP1","SORL1","SORL1",0.0635921117032678,-0.19098414076676,-0.0636960145317464
"69","NK","B","B2M","B2M","CD247","CD247",0.728883142873204,-0.764050310775759,-0.0175835839512776
"70","NK","B","LTB","LTB","CD40","CD40",-0.73598210743712,0.771196688085814,0.0176072903243469
"71","NK","B","SPON2","SPON2","ITGB2","ITGB2",1.04724343131851,-0.528850645187414,0.259196393065549
"72","NK","B","ICAM2","ICAM2","ITGB2","ITGB2",-0.00952833936825393,-0.528850645187414,-0.269189492277834
"73","NK","B","VIM","VIM","CD44","CD44",-0.673217141637688,-0.051623018421187,-0.362420080029437
"74","NK","B","B2M","B2M","CD3G","CD3G",0.728883142873204,-0.0729012737529996,0.327990934560102
"75","NK","B","PTDSS1","PTDSS1","JMJD6","JMJD6",0.0628903006377732,0.0715079785816555,0.0671991396097144
"76","NK","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",0.51015907840825,0.318253593035569,0.414206335721909
"77","NK","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.51015907840825,0.353414029386622,0.431786553897436
"78","NK","NK","CCL5","CCL5","CXCR3","CXCR3",0.168221778573787,0.0379110844817353,0.103066431527761
"79","NK","NK","GNAS","GNAS","PTGDR","PTGDR",0.0878898262212688,0.614581627266401,0.351235726743835
"80","NK","NK","MFNG","MFNG","NOTCH1","NOTCH1",-0.0789437454853033,0.168692371645531,0.0448743130801137
"81","NK","NK","TIMP1","TIMP1","CD63","CD63",0.0835221914342663,0.902008340804233,0.49276526611925
"82","NK","NK","TGFB1","TGFB1","CXCR4","CXCR4",0.51015907840825,-0.361900193841443,0.0741294422834035
"83","NK","NK","GNAI2","GNAI2","S1PR5","S1PR5",0.179714828687139,0.462310667845941,0.32101274826654
"84","NK","NK","GNAI2","GNAI2","CXCR3","CXCR3",0.179714828687139,0.0379110844817353,0.108812956584437
"85","NK","NK","GNAI2","GNAI2","ADCY7","ADCY7",0.179714828687139,0.339740675733056,0.259727752210097
"86","NK","NK","PKM","PKM","CD44","CD44",-0.185671469607418,-0.311693946272449,-0.248682707939933
"87","NK","NK","GNAS","GNAS","ADCY7","ADCY7",0.0878898262212688,0.339740675733056,0.213815250977162
"88","NK","NK","LTB","LTB","TNFRSF1A","TNFRSF1A",-0.73598210743712,0.340206550369779,-0.19788777853367
"89","NK","NK","GNAI2","GNAI2","S1PR4","S1PR4",0.179714828687139,-0.0150542877297057,0.0823302704787166
"90","NK","NK","LRPAP1","LRPAP1","SORL1","SORL1",0.0635921117032678,0.0582295909677922,0.06091085133553
"91","NK","NK","ICAM2","ICAM2","ITGAL","ITGAL",-0.00952833936825393,0.144412410890431,0.0674420357610884
"92","NK","NK","B2M","B2M","CD247","CD247",0.728883142873204,0.784682715760825,0.756782929317015
"93","NK","NK","B2M","B2M","KLRD1","KLRD1",0.728883142873204,0.830116326659573,0.779499734766389
"94","NK","NK","SPON2","SPON2","ITGB2","ITGB2",1.04724343131851,0.752926018397243,0.900084724857877
"95","NK","NK","ICAM2","ICAM2","ITGB2","ITGB2",-0.00952833936825393,0.752926018397243,0.371698839514495
"96","NK","NK","VIM","VIM","CD44","CD44",-0.673217141637688,-0.311693946272449,-0.492455543955068
"97","NK","NK","B2M","B2M","CD3G","CD3G",0.728883142873204,-0.106672875178342,0.311105133847431
"98","NK","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",0.0628903006377732,0.205510887770244,0.134200594204009
"99","NK","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.51015907840825,0.242034649719245,0.376096864063747
"100","NK","CD8 T","CCL5","CCL5","CXCR3","CXCR3",0.168221778573787,0.16845511424353,0.168338446408658
"101","NK","CD8 T","GNAS","GNAS","PTGDR","PTGDR",0.0878898262212688,-0.212110612174431,-0.0621103929765809
"102","NK","CD8 T","TIMP1","TIMP1","CD63","CD63",0.0835221914342663,-0.387697985010333,-0.152087896788033
"103","NK","CD8 T","TGFB1","TGFB1","CXCR4","CXCR4",0.51015907840825,0.493108956606549,0.501634017507399
"104","NK","CD8 T","GNAI2","GNAI2","S1PR5","S1PR5",0.179714828687139,0.0277568787711517,0.103735853729145
"105","NK","CD8 T","GNAI2","GNAI2","CXCR3","CXCR3",0.179714828687139,0.16845511424353,0.174084971465334
"106","NK","CD8 T","PKM","PKM","CD44","CD44",-0.185671469607418,0.363316964693636,0.0888227475431091
"107","NK","CD8 T","LTB","LTB","TNFRSF1A","TNFRSF1A",-0.73598210743712,-0.00893921083252189,-0.372460659134821
"108","NK","CD8 T","GNAI2","GNAI2","S1PR4","S1PR4",0.179714828687139,0.00502576451606294,0.092370296601601
"109","NK","CD8 T","LRPAP1","LRPAP1","SORL1","SORL1",0.0635921117032678,0.132754549798968,0.0981733307511181
"110","NK","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",-0.00952833936825393,0.149572199800229,0.0700219302159873
"111","NK","CD8 T","B2M","B2M","CD247","CD247",0.728883142873204,-0.0206324049850662,0.354125368944069
"112","NK","CD8 T","B2M","B2M","KLRD1","KLRD1",0.728883142873204,-0.220226347035037,0.254328397919084
"113","NK","CD8 T","SPON2","SPON2","ITGB2","ITGB2",1.04724343131851,-0.224075373209829,0.411584029054341
"114","NK","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",-0.00952833936825393,-0.224075373209829,-0.116801856289041
"115","NK","CD8 T","VIM","VIM","CD44","CD44",-0.673217141637688,0.363316964693636,-0.154950088472026
"116","NK","CD8 T","B2M","B2M","CD3G","CD3G",0.728883142873204,0.179574148931341,0.454228645902272
"117","NK","CD8 T","PRSS23","PRSS23","TMEM222","TMEM222",0.585269453210387,0.188560860781337,0.386915156995862
"118","CD8 T","B","CCL5","CCL5","CXCR3","CXCR3",0.777212805172319,-0.206366198725265,0.285423303223527
"119","CD8 T","B","ANXA1","ANXA1","FPR1","FPR1",0.366564292422121,0.222620338762458,0.29459231559229
"120","CD8 T","B","SEMA4D","SEMA4D","CD72","CD72",0.00197768957454372,0.485221202294718,0.243599445934631
"121","CD8 T","B","TIMP1","TIMP1","CD63","CD63",0.179069164139436,-0.514310355793901,-0.167620595827233
"122","CD8 T","B","TGFB1","TGFB1","CXCR4","CXCR4",-0.346161004504446,-0.131208762765105,-0.238684883634776
"123","CD8 T","B","GNAI2","GNAI2","FPR1","FPR1",-0.162535508086059,0.222620338762458,0.0300424153381994
"124","CD8 T","B","GNAI2","GNAI2","CXCR3","CXCR3",-0.162535508086059,-0.206366198725265,-0.184450853405662
"125","CD8 T","B","PKM","PKM","CD44","CD44",0.273403905468636,-0.051623018421187,0.110890443523724
"126","CD8 T","B","GNAI2","GNAI2","S1PR4","S1PR4",-0.162535508086059,0.010028523213643,-0.0762534924362082
"127","CD8 T","B","LRPAP1","LRPAP1","SORL1","SORL1",0.0378219212957573,-0.19098414076676,-0.0765811097355016
"128","CD8 T","B","B2M","B2M","CD247","CD247",0.239198378150588,-0.764050310775759,-0.262425966312585
"129","CD8 T","B","LTB","LTB","CD40","CD40",0.11439769537072,0.771196688085814,0.442797191728267
"130","CD8 T","B","ICAM2","ICAM2","ITGB2","ITGB2",-0.0791852280486983,-0.528850645187414,-0.304017936618056
"131","CD8 T","B","VIM","VIM","CD44","CD44",0.470838499158985,-0.051623018421187,0.209607740368899
"132","CD8 T","B","B2M","B2M","CD3G","CD3G",0.239198378150588,-0.0729012737529996,0.0831485521987942
"133","CD8 T","B","PTDSS1","PTDSS1","JMJD6","JMJD6",-0.141829850057349,0.0715079785816555,-0.0351609357378465
"134","CD8 T","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",-0.346161004504446,0.318253593035569,-0.0139537057344388
"135","CD8 T","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",-0.346161004504446,0.353414029386622,0.00362651244108805
"136","CD8 T","NK","IL23A","IL23A","IL12RB1","IL12RB1",0.355876832457465,0.377918787377281,0.366897809917373
"137","CD8 T","NK","CCL5","CCL5","CXCR3","CXCR3",0.777212805172319,0.0379110844817353,0.407561944827027
"138","CD8 T","NK","GNAS","GNAS","PTGDR","PTGDR",-0.223984427194272,0.614581627266401,0.195298600036065
"139","CD8 T","NK","MFNG","MFNG","NOTCH1","NOTCH1",0.0975994439633006,0.168692371645531,0.133145907804416
"140","CD8 T","NK","TIMP1","TIMP1","CD63","CD63",0.179069164139436,0.902008340804233,0.540538752471835
"141","CD8 T","NK","TGFB1","TGFB1","CXCR4","CXCR4",-0.346161004504446,-0.361900193841443,-0.354030599172945
"142","CD8 T","NK","GNAI2","GNAI2","S1PR5","S1PR5",-0.162535508086059,0.462310667845941,0.149887579879941
"143","CD8 T","NK","GNAI2","GNAI2","CXCR3","CXCR3",-0.162535508086059,0.0379110844817353,-0.0623122118021621
"144","CD8 T","NK","GNAI2","GNAI2","ADCY7","ADCY7",-0.162535508086059,0.339740675733056,0.0886025838234982
"145","CD8 T","NK","PKM","PKM","CD44","CD44",0.273403905468636,-0.311693946272449,-0.0191450204019064
"146","CD8 T","NK","GNAS","GNAS","ADCY7","ADCY7",-0.223984427194272,0.339740675733056,0.0578781242693921
"147","CD8 T","NK","LTB","LTB","TNFRSF1A","TNFRSF1A",0.11439769537072,0.340206550369779,0.227302122870249
"148","CD8 T","NK","GNAI2","GNAI2","S1PR4","S1PR4",-0.162535508086059,-0.0150542877297057,-0.0887948979078826
"149","CD8 T","NK","LRPAP1","LRPAP1","SORL1","SORL1",0.0378219212957573,0.0582295909677922,0.0480257561317747
"150","CD8 T","NK","ICAM2","ICAM2","ITGAL","ITGAL",-0.0791852280486983,0.144412410890431,0.0326135914208662
"151","CD8 T","NK","B2M","B2M","CD247","CD247",0.239198378150588,0.784682715760825,0.511940546955707
"152","CD8 T","NK","B2M","B2M","KLRD1","KLRD1",0.239198378150588,0.830116326659573,0.534657352405081
"153","CD8 T","NK","ICAM2","ICAM2","ITGB2","ITGB2",-0.0791852280486983,0.752926018397243,0.336870395174272
"154","CD8 T","NK","VIM","VIM","CD44","CD44",0.470838499158985,-0.311693946272449,0.0795722764432683
"155","CD8 T","NK","B2M","B2M","CD3G","CD3G",0.239198378150588,-0.106672875178342,0.0662627514861233
"156","CD8 T","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",-0.141829850057349,0.205510887770244,0.0318405188564477
"157","CD8 T","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",-0.346161004504446,0.242034649719245,-0.0520631773926006
"158","CD8 T","CD8 T","IL23A","IL23A","IL12RB1","IL12RB1",0.355876832457465,-0.0821420239636699,0.136867404246898
"159","CD8 T","CD8 T","CCL5","CCL5","CXCR3","CXCR3",0.777212805172319,0.16845511424353,0.472833959707924
"160","CD8 T","CD8 T","GNAS","GNAS","PTGDR","PTGDR",-0.223984427194272,-0.212110612174431,-0.218047519684351
"161","CD8 T","CD8 T","TIMP1","TIMP1","CD63","CD63",0.179069164139436,-0.387697985010333,-0.104314410435448
"162","CD8 T","CD8 T","TGFB1","TGFB1","CXCR4","CXCR4",-0.346161004504446,0.493108956606549,0.0734739760510511
"163","CD8 T","CD8 T","GNAI2","GNAI2","S1PR5","S1PR5",-0.162535508086059,0.0277568787711517,-0.0673893146574538
"164","CD8 T","CD8 T","GNAI2","GNAI2","CXCR3","CXCR3",-0.162535508086059,0.16845511424353,0.00295980307873508
"165","CD8 T","CD8 T","PKM","PKM","CD44","CD44",0.273403905468636,0.363316964693636,0.318360435081136
"166","CD8 T","CD8 T","LTB","LTB","TNFRSF1A","TNFRSF1A",0.11439769537072,-0.00893921083252189,0.0527292422690989
"167","CD8 T","CD8 T","GNAI2","GNAI2","S1PR4","S1PR4",-0.162535508086059,0.00502576451606294,-0.0787548717849982
"168","CD8 T","CD8 T","LRPAP1","LRPAP1","SORL1","SORL1",0.0378219212957573,0.132754549798968,0.0852882355473628
"169","CD8 T","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",-0.0791852280486983,0.149572199800229,0.0351934858757651
"170","CD8 T","CD8 T","B2M","B2M","CD247","CD247",0.239198378150588,-0.0206324049850662,0.109282986582761
"171","CD8 T","CD8 T","B2M","B2M","KLRD1","KLRD1",0.239198378150588,-0.220226347035037,0.00948601555777573
"172","CD8 T","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",-0.0791852280486983,-0.224075373209829,-0.151630300629264
"173","CD8 T","CD8 T","VIM","VIM","CD44","CD44",0.470838499158985,0.363316964693636,0.417077731926311
"174","CD8 T","CD8 T","B2M","B2M","CD3G","CD3G",0.239198378150588,0.179574148931341,0.209386263540965
"175","CD8 T","CD8 T","PRSS23","PRSS23","TMEM222","TMEM222",-0.201554768024831,0.188560860781337,-0.00649695362174695
